sample	scheme	scheme_version	subtype	all_subtypes	tiles_matching_subtype	are_subtypes_consistent	inconsistent_subtypes	n_tiles_matching_all	n_tiles_matching_all_expected	n_tiles_matching_positive	n_tiles_matching_positive_expected	n_tiles_matching_subtype	n_tiles_matching_subtype_expected	file_path	qc_status	qc_message
SAL_CA4943AA_AS	heidelberg	0.5.0	1.1	1; 1.1	600783-1.1; 1049933-1.1; 3278067-1.1; 2904061-1.1; 2778621-1.1; 1193219-1.1; 4579224-1.1; 4499501-1.1; 3867228-1.1; 202001-1.1; 4738855-1.1	True		202	202	13	13	11	11	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_CA4943AA_AS.scaffold.fasta	PASS	
SAL_EA4830AA_AS	heidelberg	0.5.0	2.1.1.3	2; 2.1; 2.1.1; 2.1.1.3	2878560-2.1.1.3; 3011381-2.1.1.3; 4120499-2.1.1.3; 2213229-2.1.1.3; 3742501-2.1.1.3	True		202	202	20	20	5	5	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_EA4830AA_AS.scaffold.fasta	PASS	
SAL_EA4859AA_AS	heidelberg	0.5.0	2.2.2.2.2.1	2; 2.2; 2.2.2; 2.2.2.2; 2.2.2.2.2; 2.2.2.2.2.1	3267927-2.2.2.2.2.1; 3586333-2.2.2.2.2.1; 3647258-2.2.2.2.2.1; 239152-2.2.2.2.2.1	True		202	202	19	19	4	4	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_EA4859AA_AS.scaffold.fasta	PASS	
SAL_CA2225AA_AS	heidelberg	0.5.0	1	1	2531225-1; 3677767-1	True		202	202	2	2	2	2	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_CA2225AA_AS.scaffold.fasta	PASS	
SAL_CA1464AA_AS	heidelberg	0.5.0	2.2.1.1	2; 2.2; 2.2.1; 2.2.1.1	691203-2.2.1.1; 2802706-2.2.1.1; 3864871-2.2.1.1; 293728-2.2.1.1	True		202	202	14	14	4	4	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_CA1464AA_AS.scaffold.fasta	PASS	
SAL_CA4704AA_AS	heidelberg	0.5.0	2.2.2.2.2	2; 2.2; 2.2.2; 2.2.2.2; 2.2.2.2.2	1825773-2.2.2.2.2; 3696399-2.2.2.2.2; 4136269-2.2.2.2.2	True		202	202	15	15	3	3	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_CA4704AA_AS.scaffold.fasta	PASS	
SAL_CA4889AA_AS	heidelberg	0.5.0	2.2.2.2.1.1	2; 2.2; 2.2.2; 2.2.2.2; 2.2.2.2.1; 2.2.2.2.1.1	1603329-2.2.2.2.1.1; 3373069-2.2.2.2.1.1; 2606626-2.2.2.2.1.1	True		202	202	17	17	3	3	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_CA4889AA_AS.scaffold.fasta	PASS	
SAL_EA4640AA_AS	heidelberg	0.5.0	2.2.2.2.2.1	2; 2.2; 2.2.2; 2.2.2.2; 2.2.2.2.2; 2.2.2.2.2.1	3267927-2.2.2.2.2.1; 3586333-2.2.2.2.2.1; 3647258-2.2.2.2.2.1; 239152-2.2.2.2.2.1	True		202	202	19	19	4	4	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_EA4640AA_AS.scaffold.fasta	PASS	
SAL_EA4621AA_AS	heidelberg	0.5.0	2.2.2.2.3	2; 2.2; 2.2.2; 2.2.2.2; 2.2.2.2.3	3819645-2.2.2.2.3; 2693425-2.2.2.2.3; 3012157-2.2.2.2.3; 4540735-2.2.2.2.3; 4525936-2.2.2.2.3; 2561007-2.2.2.2.3; 2805778-2.2.2.2.3; 2778422-2.2.2.2.3	True		202	202	20	20	8	8	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_EA4621AA_AS.scaffold.fasta	PASS	
SAL_EA9004AA_AS	heidelberg	0.5.0	2.2.1.1.1.1	2; 2.2; 2.2.1; 2.2.1.1; 2.2.1.1.1; 2.2.1.1.1.1	4211912-2.2.1.1.1.1; 1983064-2.2.1.1.1.1	True		202	202	20	20	2	2	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_EA9004AA_AS.scaffold.fasta	PASS	
SAL_CA1273AA_AS	heidelberg	0.5.0	2.2.3	2; 2.2; 2.2.3	1462807-2.2.3	True		202	202	8	8	1	1	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_CA1273AA_AS.scaffold.fasta	PASS	
SAL_FA1761AA_AS	heidelberg	0.5.0	2.2.3.2.1	2; 2.2; 2.2.3; 2.2.3.2; 2.2.3.2.1	3060368-2.2.3.2.1; 4299778-2.2.3.2.1; 4696391-2.2.3.2.1; 489687-2.2.3.2.1; 4079393-2.2.3.2.1; 3931056-2.2.3.2.1; 227831-2.2.3.2.1	True		202	202	22	22	7	7	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_FA1761AA_AS.scaffold.fasta	PASS	
SAL_CA1413AA_AS	heidelberg	0.5.0	2	2	3677767-2; 2531225-2	True		202	202	2	2	2	2	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_CA1413AA_AS.scaffold.fasta	PASS	
SAL_CA5185AA_AS	heidelberg	0.5.0	2.2.2.2.1.1	2; 2.2; 2.2.2; 2.2.2.2; 2.2.2.2.1; 2.2.2.2.1.1	3373069-2.2.2.2.1.1; 2606626-2.2.2.2.1.1; 1603329-2.2.2.2.1.1	True		201	202	17	17	3	3	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_CA5185AA_AS.scaffold.fasta	PASS	
SAL_FA1498AA_AS	heidelberg	0.5.0	2.2.2.2.2.2	2; 2.2; 2.2.2; 2.2.2.2; 2.2.2.2.2; 2.2.2.2.2.2	42232-2.2.2.2.2.2; 1950957-2.2.2.2.2.2; 3062689-2.2.2.2.2.2; 3540924-2.2.2.2.2.2; 2801759-2.2.2.2.2.2	True		202	202	20	20	5	5	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_FA1498AA_AS.scaffold.fasta	PASS	
SAL_EA5355AA_AS	heidelberg	0.5.0	2.2.2.2.2.1	2; 2.2; 2.2.2; 2.2.2.2; 2.2.2.2.2; 2.2.2.2.2.1	3586333-2.2.2.2.2.1; 3647258-2.2.2.2.2.1; 3267927-2.2.2.2.2.1; 239152-2.2.2.2.2.1	True		202	202	19	19	4	4	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_EA5355AA_AS.scaffold.fasta	PASS	
SAL_CA0822AA_AS	heidelberg	0.5.0	2.2.1.1.1.1	2; 2.2; 2.2.1; 2.2.1.1; 2.2.1.1.1; 2.2.1.1.1.1	1983064-2.2.1.1.1.1; 4211912-2.2.1.1.1.1	True		202	202	20	20	2	2	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_CA0822AA_AS.scaffold.fasta	PASS	
SAL_CA5044AA_AS	heidelberg	0.5.0	2.1	2; 2.1	3802645-2.1; 2048364-2.1; 1976727-2.1; 4145957-2.1; 1276017-2.1; 1313808-2.1; 2785633-2.1; 3200083-2.1; 862828-2.1	True		202	202	11	11	9	9	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_CA5044AA_AS.scaffold.fasta	PASS	
SAL_CA5803AA_AS	heidelberg	0.5.0	2.1.1	2; 2.1; 2.1.1	3408895-2.1.1; 2283825-2.1.1; 2422397-2.1.1; 3801966-2.1.1	True		202	202	15	15	4	4	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_CA5803AA_AS.scaffold.fasta	PASS	
SAL_EA5281AA_AS	heidelberg	0.5.0	2.2.2.2.2.1	2; 2.2; 2.2.2; 2.2.2.2; 2.2.2.2.2; 2.2.2.2.2.1	3647258-2.2.2.2.2.1; 3586333-2.2.2.2.2.1; 239152-2.2.2.2.2.1; 3267927-2.2.2.2.2.1	True		202	202	19	19	4	4	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_EA5281AA_AS.scaffold.fasta	PASS	
SAL_CA0868AA_AS	heidelberg	0.5.0	2.2.1.1.3	2; 2.2; 2.2.1; 2.2.1.1; 2.2.1.1.3	3159204-2.2.1.1.3; 2658490-2.2.1.1.3; 869993-2.2.1.1.3; 3822905-2.2.1.1.3; 271435-2.2.1.1.3	True		201	202	19	19	5	5	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_CA0868AA_AS.scaffold.fasta	PASS	
SAL_CA5280AA_AS	heidelberg	0.5.0	2.2.2.2.4	2; 2.2; 2.2.2; 2.2.2.2; 2.2.2.2.4	1649579-2.2.2.2.4; 1689446-2.2.2.2.4; 1288160-2.2.2.2.4; 3523461-2.2.2.2.4	True		202	202	16	16	4	4	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_CA5280AA_AS.scaffold.fasta	PASS	
SAL_CA2186AA_AS	heidelberg	0.5.0	2.2.2.2.1.4	2; 2.2; 2.2.2; 2.2.2.2; 2.2.2.2.1; 2.2.2.2.1.4	1037658-2.2.2.2.1.4; 3785187-2.2.2.2.1.4; 2154958-2.2.2.2.1.4	True		202	202	17	17	3	3	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_CA2186AA_AS.scaffold.fasta	PASS	
SAL_CA1123AA_AS	heidelberg	0.5.0	1	1	3677767-1; 2531225-1	True		202	202	2	2	2	2	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_CA1123AA_AS.scaffold.fasta	PASS	
SAL_CA5266AA_AS	heidelberg	0.5.0	2.2.1.1.1.1	2; 2.2; 2.2.1; 2.2.1.1; 2.2.1.1.1; 2.2.1.1.1.1	1983064-2.2.1.1.1.1; 4211912-2.2.1.1.1.1	True		202	202	20	20	2	2	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_CA5266AA_AS.scaffold.fasta	PASS	
SAL_EA9976AA_AS	heidelberg	0.5.0	2.1.1	2; 2.1; 2.1.1	3408895-2.1.1; 2422397-2.1.1; 2283825-2.1.1; 3801966-2.1.1	True		202	202	15	15	4	4	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_EA9976AA_AS.scaffold.fasta	PASS	
SAL_CA4966AA_AS	heidelberg	0.5.0	2.2.2.2.1.1	2; 2.2; 2.2.2; 2.2.2.2; 2.2.2.2.1; 2.2.2.2.1.1	2606626-2.2.2.2.1.1; 1603329-2.2.2.2.1.1; 3373069-2.2.2.2.1.1	True		202	202	17	17	3	3	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_CA4966AA_AS.scaffold.fasta	PASS	
SAL_CA4915AA_AS	heidelberg	0.5.0	1.1	1; 1.1	202001-1.1; 4738855-1.1; 1049933-1.1; 1193219-1.1; 4579224-1.1; 4499501-1.1; 2778621-1.1; 600783-1.1; 3278067-1.1; 2904061-1.1; 3867228-1.1	True		202	202	13	13	11	11	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_CA4915AA_AS.scaffold.fasta	PASS	
SAL_CA0984AA_AS	heidelberg	0.5.0	2.2.2.2.1.3	2; 2.2; 2.2.2; 2.2.2.2; 2.2.2.2.1; 2.2.2.2.1.3	508759-2.2.2.2.1.3; 2934077-2.2.2.2.1.3; 1052031-2.2.2.2.1.3	True		202	202	17	17	3	3	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_CA0984AA_AS.scaffold.fasta	PASS	
SAL_EA3468AA_AS	heidelberg	0.5.0	2.1.2	2; 2.1; 2.1.2	4215208-2.1.2; 4136928-2.1.2; 4327318-2.1.2; 600350-2.1.2; 4101230-2.1.2; 4035893-2.1.2; 1062011-2.1.2	True		202	202	18	18	7	7	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_EA3468AA_AS.scaffold.fasta	PASS	
SAL_CA1483AA_AS	heidelberg	0.5.0	2.2.1.1	2; 2.2; 2.2.1; 2.2.1.1	293728-2.2.1.1; 2802706-2.2.1.1; 691203-2.2.1.1; 3864871-2.2.1.1	True		202	202	14	14	4	4	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_CA1483AA_AS.scaffold.fasta	PASS	
SAL_CA0560AA_AS	heidelberg	0.5.0	2.2.3.2	2; 2.2; 2.2.3; 2.2.3.2	3932517-2.2.3.2; 4030144-2.2.3.2; 4286359-2.2.3.2; 2863936-2.2.3.2; 4178681-2.2.3.2; 2663535-2.2.3.2; 2676021-2.2.3.2	True		202	202	15	15	7	7	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_CA0560AA_AS.scaffold.fasta	PASS	
SAL_CA0508AA_AS	heidelberg	0.5.0	1.1	1; 1.1	3867228-1.1; 600783-1.1; 3278067-1.1; 1049933-1.1; 202001-1.1; 2778621-1.1; 4738855-1.1; 4579224-1.1; 4499501-1.1; 2904061-1.1; 1193219-1.1	True		202	202	13	13	11	11	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_CA0508AA_AS.scaffold.fasta	PASS	
SAL_CA5588AA_AS	heidelberg	0.5.0	2.2.1.2	2; 2.2; 2.2.1; 2.2.1.2	4581051-2.2.1.2; 160366-2.2.1.2; 107801-2.2.1.2; 2877590-2.2.1.2	True		202	202	14	14	4	4	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_CA5588AA_AS.scaffold.fasta	PASS	
SAL_EA4286AA_AS	heidelberg	0.5.0	2.2.2.1.1.1	2; 2.2; 2.2.2; 2.2.2.1; 2.2.2.1.1; 2.2.2.1.1.1	3230678-2.2.2.1.1.1; 3264474-2.2.2.1.1.1; 908618-2.2.2.1.1.1; 198398-2.2.2.1.1.1; 167020-2.2.2.1.1.1	True		202	202	20	20	5	5	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_EA4286AA_AS.scaffold.fasta	PASS	
SAL_CA4494AA_AS	heidelberg	0.5.0	1.3	1; 1.3	3913221-1.3; 92666-1.3; 4472427-1.3; 4707754-1.3	True		202	202	6	6	4	4	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_CA4494AA_AS.scaffold.fasta	PASS	
SAL_JA1022AA_AS	heidelberg	0.5.0	2.2.2.2.2.2	2; 2.2; 2.2.2; 2.2.2.2; 2.2.2.2.2; 2.2.2.2.2.2	1950957-2.2.2.2.2.2; 2801759-2.2.2.2.2.2; 42232-2.2.2.2.2.2; 3062689-2.2.2.2.2.2; 3540924-2.2.2.2.2.2	True		202	202	20	20	5	5	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_JA1022AA_AS.scaffold.fasta	PASS	
SAL_FA1502AA_AS	heidelberg	0.5.0	2.2.2.2	2; 2.2; 2.2.2; 2.2.2.2	3324813-2.2.2.2; 775920-2.2.2.2; 3212817-2.2.2.2	True		202	202	12	12	3	3	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_FA1502AA_AS.scaffold.fasta	PASS	
SAL_FA0565AA_AS	heidelberg	0.5.0	2.2.1.2	2; 2.2; 2.2.1; 2.2.1.2	2877590-2.2.1.2; 160366-2.2.1.2; 107801-2.2.1.2; 4581051-2.2.1.2	True		202	202	14	14	4	4	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_FA0565AA_AS.scaffold.fasta	PASS	
SAL_IA5514AA_AS	heidelberg	0.5.0	1.3	1; 1.3	3913221-1.3; 92666-1.3; 4472427-1.3; 4707754-1.3	True		200	202	6	6	4	4	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_IA5514AA_AS.scaffold.fasta	PASS	
SAL_IA9132AA_AS	heidelberg	0.5.0	2.2.2	2; 2.2; 2.2.2	2069216-2.2.2; 3791096-2.2.2	True		202	202	9	9	2	2	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_IA9132AA_AS.scaffold.fasta	PASS	
SAL_CA0790AA_AS	heidelberg	0.5.0	2.2.1.1.1.1	2; 2.2; 2.2.1; 2.2.1.1; 2.2.1.1.1; 2.2.1.1.1.1	1983064-2.2.1.1.1.1; 4211912-2.2.1.1.1.1	True		202	202	20	20	2	2	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_CA0790AA_AS.scaffold.fasta	PASS	
SAL_EA8838AA_AS	heidelberg	0.5.0	2.2.2.2.3	2; 2.2; 2.2.2; 2.2.2.2; 2.2.2.2.3	2693425-2.2.2.2.3; 2561007-2.2.2.2.3; 2778422-2.2.2.2.3; 2805778-2.2.2.2.3; 4525936-2.2.2.2.3; 4540735-2.2.2.2.3; 3819645-2.2.2.2.3; 3012157-2.2.2.2.3	True		202	202	20	20	8	8	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_EA8838AA_AS.scaffold.fasta	PASS	
SAL_CA4940AA_AS	heidelberg	0.5.0	2.2.2.2.6	2; 2.2; 2.2.2; 2.2.2.2; 2.2.2.2.6	176708-2.2.2.2.6; 1174327-2.2.2.2.6; 2741489-2.2.2.2.6	True		202	202	15	15	3	3	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_CA4940AA_AS.scaffold.fasta	PASS	
SAL_EA8952AA_AS	heidelberg	0.5.0	2.2.2.1.1.1	2; 2.2; 2.2.2; 2.2.2.1; 2.2.2.1.1; 2.2.2.1.1.1	198398-2.2.2.1.1.1; 908618-2.2.2.1.1.1; 167020-2.2.2.1.1.1; 3230678-2.2.2.1.1.1; 3264474-2.2.2.1.1.1	True		202	202	20	20	5	5	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_EA8952AA_AS.scaffold.fasta	PASS	
SAL_CA5210AA_AS	heidelberg	0.5.0	2.2.2.2.2	2; 2.2; 2.2.2; 2.2.2.2; 2.2.2.2.2	1825773-2.2.2.2.2; 3696399-2.2.2.2.2; 4136269-2.2.2.2.2	True		202	202	15	15	3	3	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_CA5210AA_AS.scaffold.fasta	PASS	
SAL_EA3649AA_AS	heidelberg	0.5.0	2.2.2.2.1.1	2; 2.2; 2.2.2; 2.2.2.2; 2.2.2.2.1; 2.2.2.2.1.1	3373069-2.2.2.2.1.1; 1603329-2.2.2.2.1.1; 2606626-2.2.2.2.1.1	True		202	202	17	17	3	3	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_EA3649AA_AS.scaffold.fasta	PASS	
SAL_EA4727AA_AS	heidelberg	0.5.0	2.1	2; 2.1	862828-2.1; 2048364-2.1; 1976727-2.1; 2785633-2.1; 4145957-2.1; 3200083-2.1; 3802645-2.1; 1276017-2.1; 1313808-2.1	True		202	202	11	11	9	9	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_EA4727AA_AS.scaffold.fasta	PASS	
SAL_CA2739AA_AS	heidelberg	0.5.0	2.1.1	2; 2.1; 2.1.1	2283825-2.1.1; 2422397-2.1.1; 3801966-2.1.1; 3408895-2.1.1	True		202	202	15	15	4	4	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_CA2739AA_AS.scaffold.fasta	PASS	
SAL_EA5599AA_AS	heidelberg	0.5.0	2.2.1.1.2	2; 2.2; 2.2.1; 2.2.1.1; 2.2.1.1.2	3587211-2.2.1.1.2; 3943311-2.2.1.1.2; 720751-2.2.1.1.2; 2592097-2.2.1.1.2	True		202	202	18	18	4	4	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_EA5599AA_AS.scaffold.fasta	PASS	
SAL_CA2135AA_AS	heidelberg	0.5.0	2.2.2.2.1.1	2; 2.2; 2.2.2; 2.2.2.2; 2.2.2.2.1; 2.2.2.2.1.1	3373069-2.2.2.2.1.1; 2606626-2.2.2.2.1.1; 1603329-2.2.2.2.1.1	True		202	202	17	17	3	3	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_CA2135AA_AS.scaffold.fasta	PASS	
SAL_BA5695AA_AS	heidelberg	0.5.0	2.2.1.2	2; 2.2; 2.2.1; 2.2.1.2	160366-2.2.1.2; 107801-2.2.1.2; 2877590-2.2.1.2; 4581051-2.2.1.2	True		202	202	14	14	4	4	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_BA5695AA_AS.scaffold.fasta	PASS	
SAL_CA5200AA_AS	heidelberg	0.5.0	2.2.2.2.1.1	2; 2.2; 2.2.2; 2.2.2.2; 2.2.2.2.1; 2.2.2.2.1.1	2606626-2.2.2.2.1.1; 3373069-2.2.2.2.1.1; 1603329-2.2.2.2.1.1	True		202	202	17	17	3	3	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_CA5200AA_AS.scaffold.fasta	PASS	
SAL_JA0569AA_AS	heidelberg	0.5.0	1.3	1; 1.3	4707754-1.3; 4472427-1.3; 92666-1.3; 3913221-1.3	True		202	202	6	6	4	4	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_JA0569AA_AS.scaffold.fasta	PASS	
SAL_CA4866AA_AS	heidelberg	0.5.0	2.1	2; 2.1	862828-2.1; 3802645-2.1; 2785633-2.1; 1313808-2.1; 1276017-2.1; 3200083-2.1; 4145957-2.1; 1976727-2.1; 2048364-2.1	True		202	202	11	11	9	9	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_CA4866AA_AS.scaffold.fasta	PASS	
SAL_CA5251AA_AS	heidelberg	0.5.0	2.2.2	2; 2.2; 2.2.2	3791096-2.2.2; 2069216-2.2.2	True		202	202	9	9	2	2	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_CA5251AA_AS.scaffold.fasta	PASS	
SAL_CA4683AA_AS	heidelberg	0.5.0	2.1.3	2; 2.1; 2.1.3	64709-2.1.3; 2963935-2.1.3; 4282538-2.1.3; 2045923-2.1.3	True		202	202	15	15	4	4	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_CA4683AA_AS.scaffold.fasta	PASS	
SAL_CA5115AA_AS	heidelberg	0.5.0	2.2.1.1.1.1	2; 2.2; 2.2.1; 2.2.1.1; 2.2.1.1.1; 2.2.1.1.1.1	4211912-2.2.1.1.1.1; 1983064-2.2.1.1.1.1	True		202	202	20	20	2	2	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_CA5115AA_AS.scaffold.fasta	PASS	
SAL_IA1899AA_AS	heidelberg	0.5.0	2.2.2.2.1.3	2; 2.2; 2.2.2; 2.2.2.2; 2.2.2.2.1; 2.2.2.2.1.3	1052031-2.2.2.2.1.3; 2934077-2.2.2.2.1.3; 508759-2.2.2.2.1.3	True		202	202	17	17	3	3	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_IA1899AA_AS.scaffold.fasta	PASS	
SAL_CA5506AA_AS	heidelberg	0.5.0	2.2.1.2	2; 2.2; 2.2.1; 2.2.1.2	2877590-2.2.1.2; 4581051-2.2.1.2; 160366-2.2.1.2; 107801-2.2.1.2	True		202	202	14	14	4	4	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_CA5506AA_AS.scaffold.fasta	PASS	
SAL_JA0769AA_AS	heidelberg	0.5.0	2.2.1.1.3	2; 2.2; 2.2.1; 2.2.1.1; 2.2.1.1.3	2658490-2.2.1.1.3; 3159204-2.2.1.1.3; 869993-2.2.1.1.3; 271435-2.2.1.1.3; 3822905-2.2.1.1.3	True		202	202	19	19	5	5	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_JA0769AA_AS.scaffold.fasta	PASS	
SAL_CA5797AA_AS	heidelberg	0.5.0	2.1.1	2; 2.1; 2.1.1	2283825-2.1.1; 3801966-2.1.1; 3408895-2.1.1; 2422397-2.1.1	True		202	202	15	15	4	4	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_CA5797AA_AS.scaffold.fasta	PASS	
SAL_CA5734AA_AS	heidelberg	0.5.0	2.1.1	2; 2.1; 2.1.1	3408895-2.1.1; 3801966-2.1.1; 2283825-2.1.1; 2422397-2.1.1	True		202	202	15	15	4	4	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_CA5734AA_AS.scaffold.fasta	PASS	
SAL_CA5341AA_AS	heidelberg	0.5.0	1.1	1; 1.1	3278067-1.1; 600783-1.1; 4579224-1.1; 4499501-1.1; 3867228-1.1; 202001-1.1; 4738855-1.1; 1049933-1.1; 1193219-1.1; 2778621-1.1; 2904061-1.1	True		202	202	13	13	11	11	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_CA5341AA_AS.scaffold.fasta	PASS	
SAL_EA5847AA_AS	heidelberg	0.5.0	2.2.2.2.2.2	2; 2.2; 2.2.2; 2.2.2.2; 2.2.2.2.2; 2.2.2.2.2.2	42232-2.2.2.2.2.2; 3540924-2.2.2.2.2.2; 1950957-2.2.2.2.2.2; 2801759-2.2.2.2.2.2; 3062689-2.2.2.2.2.2	True		202	202	20	20	5	5	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_EA5847AA_AS.scaffold.fasta	PASS	
SAL_CA3141AA_AS	heidelberg	0.5.0	2.2.3.1	2; 2.2; 2.2.3; 2.2.3.1	1091342-2.2.3.1; 848800-2.2.3.1; 2482056-2.2.3.1	True		202	202	11	11	3	3	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_CA3141AA_AS.scaffold.fasta	PASS	
SAL_BA4606AA_AS	heidelberg	0.5.0	2.2.2.2.2	2; 2.2; 2.2.2; 2.2.2.2; 2.2.2.2.2	3696399-2.2.2.2.2; 1825773-2.2.2.2.2; 4136269-2.2.2.2.2	True		202	202	15	15	3	3	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_BA4606AA_AS.scaffold.fasta	PASS	
SAL_BA3500AA_AS	heidelberg	0.5.0	2.2.2.1.1.1	2; 2.2; 2.2.2; 2.2.2.1; 2.2.2.1.1; 2.2.2.1.1.1	167020-2.2.2.1.1.1; 198398-2.2.2.1.1.1; 3230678-2.2.2.1.1.1; 3264474-2.2.2.1.1.1; 908618-2.2.2.1.1.1	True		202	202	20	20	5	5	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_BA3500AA_AS.scaffold.fasta	PASS	
SAL_BA4327AA_AS	heidelberg	0.5.0	2.2.1.1.1.1	2; 2.2; 2.2.1; 2.2.1.1; 2.2.1.1.1; 2.2.1.1.1.1	1983064-2.2.1.1.1.1; 4211912-2.2.1.1.1.1	True		202	202	20	20	2	2	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_BA4327AA_AS.scaffold.fasta	PASS	
SAL_CA2576AA_AS	heidelberg	0.5.0	2.2.1.1.1.1	2; 2.2; 2.2.1; 2.2.1.1; 2.2.1.1.1; 2.2.1.1.1.1	4211912-2.2.1.1.1.1; 1983064-2.2.1.1.1.1	True		202	202	20	20	2	2	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_CA2576AA_AS.scaffold.fasta	PASS	
SAL_BA3705AA_AS	heidelberg	0.5.0	2.2.2.2.1.3	2; 2.2; 2.2.2; 2.2.2.2; 2.2.2.2.1; 2.2.2.2.1.3	508759-2.2.2.2.1.3; 2934077-2.2.2.2.1.3; 1052031-2.2.2.2.1.3	True		202	202	17	17	3	3	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_BA3705AA_AS.scaffold.fasta	PASS	
SAL_CA5256AA_AS	heidelberg	0.5.0	2.2.1.1.1.1	2; 2.2; 2.2.1; 2.2.1.1; 2.2.1.1.1; 2.2.1.1.1.1	1983064-2.2.1.1.1.1; 4211912-2.2.1.1.1.1	True		202	202	20	20	2	2	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_CA5256AA_AS.scaffold.fasta	PASS	
