Assembly Barcode	Uberstrain	Name	Data Source(Accession No.;Sequencing Platform;Sequencing Library;Insert Size;Experiment;Bases;Average Length;Status)	Barcode	Source Niche	Source Type	Source Details	Collection Year	Collection Month	Collection Day	Collection Time	Continent	Country	Region	District	City	Post Code	Latitude	Longitude	Serovar	Subspecies	Disease	Antigenic Formulas	Phage Type	Lab Contact	Comment	Bio Project ID	Project ID	Sample ID	Secondary Sample ID	Date Entered	Release Date	Status	Coverage	N50	Length	Species	Contig Number(>=200 bp)	Low Quality Bases	Version	Assembly Barcode
SAL_WA0774AA_AS	SAL_LA9753AA	PNUSAS022897	SRR6129425;ILLUMINA;Paired;;SRX3241860;227001328;137	SAL_LA9753AA								North America	United States												Center for Diease Control and Prevention - Enteric Diseases Laboratory Branch (US)		PRJNA230403	SRP040281	SAMN07710732	SRS2564896	2017-10-06	2017-10-03	Assembled	47	227743	4760206	Salmonella enterica;100.0%	62	3596	3.61	SAL_WA0774AA_AS
SAL_WA0719AA_AS	SAL_LA9808AA	PNUSAS022232	SRR6129336;ILLUMINA;Paired;;SRX3241773;234072340;145	SAL_LA9808AA								North America	United States												Center for Diease Control and Prevention - Enteric Diseases Laboratory Branch (US)		PRJNA230403	SRP040281	SAMN07710673	SRS2564809	2017-10-06	2017-10-03	Assembled	47	132385	4890085	Salmonella enterica;100.0%	113	11359	3.61	SAL_WA0719AA_AS
SAL_WA6183AA_AS	SAL_MA3942AA	CFSAN070515	SRR6236546;ILLUMINA;Paired;500;SRX3344910;243115016;241	SAL_MA3942AA	Poultry	Avian	Finished Ground Chicken	2015				North America	United States	Indiana											Food and Drug Administration - Center for Food Safety and Applied Nutrition (US)		PRJNA186035	SRP018785	SAMN07767860	SRS2645550	2017-10-31	2017-10-30	Assembled	47	59317	5077366	Salmonella enterica;95.63%	186	37136	3.61	SAL_WA6183AA_AS
SAL_XA6930AA_AS	SAL_MA9575AA	CVM N16S423	SRR6351082;ILLUMINA;Paired;;SRX3447883;236933532;198	SAL_MA9575AA	Livestock	Swine	Pork Chops	2016				North America	United States	Georgia						Heidelberg					FDA		PRJNA292661	SRP063697	SAMN08114290	SRS2737832	2017-12-06	2017-12-06	Assembled	47	220695	4991237	Salmonella enterica;86.67%	80	7603	3.61	SAL_XA6930AA_AS
SAL_XA8302AA_AS	SAL_NA1606AA	CFSAN070540	SRR6374783;ILLUMINA;Paired;500;SRX3469630;242730720;236	SAL_NA1606AA	Poultry	Avian	Finished Ground Chicken	2015				North America	United States	Indiana											FDA Center for Food Safety and Applied Nutrition		PRJNA186035	SRP018785	SAMN07767873	SRS2757025	2017-12-15	2017-12-14	Assembled	47	168795	5157768	Salmonella enterica;93.68%	117	20838	3.61	SAL_XA8302AA_AS
SAL_ZA8212AA_AS	SAL_OA4784AA	PNUSAS034122	SRR6881197;ILLUMINA;Paired;;SRX3833626;;	SAL_OA4784AA								North America	United States												Centers for Disease Control and Prevention Enteric Diseases Laboratory Branch		PRJNA230403	SRP040281	SAMN08774624	SRS3081259	2018-03-27	2018-03-22	Assembled	47	240509	4959634	Salmonella enterica;96.37%	83	15587	4	SAL_ZA8212AA_AS
SAL_AB3577AA_AS	SAL_PA2160AA	FDA00012966	SRR7030772;ILLUMINA;Paired;500;SRX3962940;;	SAL_PA2160AA	Environment	Soil/Dust	Environmental Swab Sample	2018	3			North America	United States	North Carolina											FDA Center for Food Safety and Applied Nutrition		PRJNA186035	SRP018785	SAMN08923770	SRS3192933	2018-04-19	2018-04-18	Assembled	47	29724	4853783	Salmonella enterica;100.0%	350	63351	4	SAL_AB3577AA_AS
SAL_CB6478AA_AS	SAL_RA4588AA	486550	traces-0UdrMoC;ILLUMINA;Paired;;NA;;	SAL_RA4588AA	Food	Meat	Frozen Raw Half Chicken Breast Boneless Skinless Without Innerfillet Salted	2018	1	29		Europe	United Kingdom	England		London				Salmonella Heidelberg	I				Public Health England (M. Chattaway)						2018-07-12	2019-01-14	Assembled	47	176331	4924521	Salmonella enterica;100.0%	73	20269	4	SAL_CB6478AA_AS
SAL_CB6561AA_AS	SAL_RA4671AA	378688	traces-0OBtmzN;ILLUMINA;Paired;;NA;;	SAL_RA4671AA	Food	Meat	Frozen Raw Chicken Breast Halves Skinless Boneless Without Innerfillet Salted Min 1.2%	2017	5	26		Europe	United Kingdom	England		London				Salmonella Heidelberg	I				Public Health England (M. Chattaway)						2018-07-12	2019-01-14	Assembled	47	214722	4937479	Salmonella enterica;96.36%	59	20957	4	SAL_CB6561AA_AS
SAL_KA2304AA_AS	SAL_EA8731AA	NY-N19986	SRR3096096;ILLUMINA;Paired;500;SRX1526461;237411606;239	SAL_EA8731AA	Poultry	Avian	Chicken Breast	2009				North America	United States	California						Heidelberg					Food and Drug Administration - Center for Food Safety and Applied Nutrition (US)		PRJNA183850	SRP028607	SAMN04224316	SRS1244328	2016-01-11	2015-01-01	Assembled	46	161742	5112159	Salmonella enterica;88.05%	103	20433	3.32	SAL_KA2304AA_AS
SAL_LA9658AA_AS	SAL_FA9669AA	ADRDL-NS005	SRR3057202;ILLUMINA;Paired;500;SRX1503056;226064700;230	SAL_FA9669AA	Poultry	Avian	Gallus gallus domesticus; chicken feces	2014				North America	United States	Minnesota						Heidelberg					Food and Drug Administration - Center for Food Safety and Applied Nutrition (US)		PRJNA280335	SRP059853	SAMN04240612	SRS1224113	2016-06-30	2015-01-01	Assembled	46	235265	4902280	Salmonella enterica;81.51%	266	49303	3.41	SAL_LA9658AA_AS
SAL_OA5775AA_AS	SAL_HA4182AA	CFSAN048318	SRR5034613;ILLUMINA;Paired;500;SRX2359232;236036202;269	SAL_HA4182AA	Poultry	Avian	Chicken	2015	11			North America	United States	Indiana						Heidelberg (Predicted)					Food and Drug Administration - Center for Food Safety and Applied Nutrition (US)		PRJNA186035	SRP018785	SAMN04572911	SRS1807879	2016-11-18	2015-01-01	Assembled	46	184187	5111250	Salmonella enterica;89.86%	93	6882	3.51	SAL_OA5775AA_AS
SAL_QA6571AA_AS	SAL_IA6562AA	CFSAN058770	SRR5235747;ILLUMINA;Paired;500;SRX2542811;238460328;282	SAL_IA6562AA	Poultry	Avian	Ground Component Chicken	2016				North America	United States	Indiana						Enteritidis					Food and Drug Administration - Center for Food Safety and Applied Nutrition (US)		PRJNA186035	SRP018785	SAMN06175368	SRS1961946	2017-02-18	2017-02-07	Assembled	46	423302	5106646	Salmonella enterica;92.08%	89	4052	3.61	SAL_QA6571AA_AS
SAL_RA1700AA_AS	SAL_JA0323AA	PNUSAS009159	SRR5380871;ILLUMINA;Paired;;SRX2676094;233940474;243	SAL_JA0323AA	ND	ND	Stool	2015	11			North America	United States							Heidelberg					Centers for Disease Control and Prevention - PulseNet		PRJNA230403	SRP040281	SAMN06629479	SRS2074652	2017-03-28	2017-03-27	Assembled	46	144133	5036188	Salmonella enterica;92.65%	88	20601	3.61	SAL_RA1700AA_AS
SAL_RA8981AA_AS	SAL_JA1572AA	PNUSAS009808	SRR5400009;ILLUMINA;Paired;;SRX2694747;231190686;243	SAL_JA1572AA	ND	ND	Bovine stool	2017				North America	United States	Wisconsin						Heidelberg (Predicted)					Centers for Disease Control and Prevention - PulseNet		PRJNA230403	SRP040281	SAMN06658904	SRS2091081	2017-04-09	2017-04-03	Assembled	46	532188	4925594	Salmonella enterica;86.0%	70	3388	3.61	SAL_RA8981AA_AS
SAL_SA2662AA_AS	SAL_JA3764AA	PNUSAS012508	SRR5508427;ILLUMINA;Paired;;SRX2784099;224826540;201	SAL_JA3764AA	ND	ND	ND					North America	United States							Heidelberg (Predicted)					Center for Diease Control and Prevention - Enteric Diseases Laboratory Branch (US)		PRJNA230403	SRP040281	SAMN06854865	SRS2166234	2017-05-05	2017-05-04	Assembled	46	112024	4854745	Salmonella enterica;83.66%	120	18513	3.61	SAL_SA2662AA_AS
SAL_TA4828AA_AS	SAL_KA0220AA	FDA00003780	SRR5711989;ILLUMINA;Paired;500;SRX2932594;224143000;235	SAL_KA0220AA	Environment	Soil/Dust	swab	2011	1			North America	United States	Iowa						Heidelberg	I				Food and Drug Administration - Center for Food Safety and Applied Nutrition (US)		PRJNA186035	SRP018785	SAMN02847200	SRS2295299	2017-06-20	2017-06-19	Assembled	46	111496	4773211	Salmonella enterica;95.14%	114	20044	3.61	SAL_TA4828AA_AS
SAL_TA7381AA_AS	SAL_KA2156AA	FDA00003369	SRR5804738;ILLUMINA;Paired;500;SRX2983951;223434856;212	SAL_KA2156AA	Environment	Soil/Dust	swab	2010	8			North America	United States	Iowa						Heidelberg	I				Food and Drug Administration - Center for Food Safety and Applied Nutrition (US)		PRJNA186035	SRP018785	SAMN02846789	SRS2336780	2017-07-05	2017-07-05	Assembled	46	298840	4761450	Salmonella enterica;97.5%	53	4741	3.61	SAL_TA7381AA_AS
SAL_VA8468AA_AS	SAL_LA6121AA	CFSAN069144	SRR6109651;ILLUMINA;Paired;500;SRX3224509;237624598;229	SAL_LA6121AA	Poultry	Avian	Ground Component Chicken	2015				North America	United States	Indiana											Food and Drug Administration - Center for Food Safety and Applied Nutrition (US)		PRJNA186035	SRP018785	SAMN07714130	SRS2549125	2017-09-28	2017-09-28	Assembled	46	240051	5158153	Salmonella enterica;92.06%	84	13663	3.61	SAL_VA8468AA_AS
SAL_VA9082AA_AS	SAL_LA7395AA	PNUSAS023928	SRR6114386;ILLUMINA;Paired;;SRX3228766;222052032;239	SAL_LA7395AA								North America	United States												Center for Diease Control and Prevention - Enteric Diseases Laboratory Branch (US)		PRJNA230403	SRP040281	SAMN07693604	SRS2553334	2017-09-29	2017-09-28	Assembled	46	297809	4730103	Salmonella enterica;100.0%	62	8933	3.61	SAL_VA9082AA_AS
SAL_XA1170AA_AS	SAL_MA6768AA	CFSAN071805	SRR6308367;ILLUMINA;Paired;500;SRX3408755;223312996;239	SAL_MA6768AA	Poultry	Avian	Ground Component Chicken	2016				North America	United States	Indiana											FDA Center for Food Safety and Applied Nutrition		PRJNA186035	SRP018785	SAMN08040195	SRS2701504	2017-11-20	2017-11-20	Assembled	46	98164	4800005	Salmonella enterica;90.83%	131	35821	3.61	SAL_XA1170AA_AS
SAL_ZA0080AA_AS	SAL_OA1201AA	PNUSAS034257	SRR6760455;ILLUMINA;Paired;;SRX3732942;;	SAL_OA1201AA								North America	United States												Centers for Disease Control and Prevention Enteric Diseases Laboratory Branch		PRJNA230403	SRP040281	SAMN08579729	SRS2990051	2018-02-22	2018-02-21	Assembled	46	412096	4758421	Salmonella enterica;100.0%	41	50248	4	SAL_ZA0080AA_AS
SAL_ZA4899AA_AS	SAL_OA3855AA	E2005000577	SRR6848165;ILLUMINA;Paired;500;SRX3803439;;	SAL_OA3855AA	Poultry	Avian	chicken	2005	4			North America	United States	Minnesota						Heidelberg	I				FDA Center for Food Safety and Applied Nutrition		PRJNA215333	SRP032981	SAMN08556611	SRS3055147	2018-03-17	2018-03-16	Assembled	46	154265	4912805	Salmonella enterica;90.42%	116	45020	4	SAL_ZA4899AA_AS
SAL_ZA8243AA_AS	SAL_OA4753AA	PNUSAS034137	SRR6881294;ILLUMINA;Paired;;SRX3833702;;	SAL_OA4753AA								North America	United States												Centers for Disease Control and Prevention Enteric Diseases Laboratory Branch		PRJNA230403	SRP040281	SAMN08774707	SRS3081311	2018-03-27	2018-03-22	Assembled	46	133957	4766972	Salmonella enterica;98.88%	99	48799	4	SAL_ZA8243AA_AS
SAL_BB0396AA_AS	SAL_PA9276AA	PNUSAS034176	SRR7218525;ILLUMINA;Paired;;SRX4125073;;	SAL_PA9276AA								North America	United States												Centers for Disease Control and Prevention Enteric Diseases Laboratory Branch		PRJNA230403	SRP040281	SAMN09260896	SRS3339489	2018-05-30	2018-05-25	Assembled	46	258656	4910895	Salmonella enterica;84.5%	80	30589	4	SAL_BB0396AA_AS
SAL_BB8101AA_AS	SAL_QA6631AA	422473	SRR7401725;ILLUMINA;Paired;;SRX4273872;;	SAL_QA6631AA	Human	Human	human; Homo sapiens	2017	9			Europe	United Kingdom							Salmonella Heidelberg	I				Public Health England		PRJNA248792	SRP042645	SAMN09463014	SRS3440195	2018-06-21	2018-06-21	Assembled	46	129777	4744926	Salmonella enterica;99.15%	118	63168	4	SAL_BB8101AA_AS
SAL_CB0796AA_AS	SAL_QA9183AA	PNUSAS044438	SRR7441854;ILLUMINA;Paired;;SRX4312454;;	SAL_QA9183AA				2018	5			North America	United States												Centers for Disease Control and Prevention Enteric Diseases Laboratory Branch		PRJNA230403	SRP040281	SAMN09501074	SRS3471478	2018-06-27	2018-06-27	Assembled	46	377305	5117060	Salmonella enterica;81.47%	84	17972	4	SAL_CB0796AA_AS
SAL_CB6616AA_AS	SAL_RA4723AA	363521	traces-0yQowke;ILLUMINA;Paired;;NA;;	SAL_RA4723AA	Food	Meat	Frozen Raw Salted (1.2%) Cut Chicken Breast Fillets Skinless Boneless	2017	4	8		Europe	United Kingdom	England		London				Salmonella Heidelberg	I				Public Health England (M. Chattaway)						2018-07-12	2019-01-14	Assembled	46	184776	4909064	Salmonella enterica;95.0%	63	25419	4	SAL_CB6616AA_AS
SAL_JA8978AA_AS	SAL_EA5480AA	NY-N24	SRR2962667;ILLUMINA;Paired;500;SRX1453591;216582240;240	SAL_EA5480AA	Poultry	Avian	Chicken Breast	2004				North America	United States	California						Heidelberg	I				Food and Drug Administration - Center for Food Safety and Applied Nutrition (US)		PRJNA183850	SRP028607	SAMN02777812	SRS1181261	2015-11-29	2015-01-01	Assembled	45	412096	4775324	Salmonella enterica;100.0%	51	11966	3.32	SAL_JA8978AA_AS
SAL_KA9344AA_AS	SAL_FA5101AA	CFSAN031989	SRR3392132;ILLUMINA;Paired;300;SRX1707606;234200100;150	SAL_FA5101AA	Livestock	Swine	feces; swine	2008	4			North America	United States	North Carolina						Heidelberg (Predicted)	I				Food and Drug Administration - Center for Food Safety and Applied Nutrition (US)		PRJNA275961	SRP057873	SAMN03577522	SRS1398918	2016-04-16	2015-01-01	Assembled	45	291593	5150857	Salmonella enterica;87.5%	68	3349	3.41	SAL_KA9344AA_AS
SAL_KA9741AA_AS	SAL_FA5609AA	CFSAN032095	SRR3407241;ILLUMINA;Paired;500;SRX1716897;229831976;187	SAL_FA5609AA	Livestock	Swine	feces; swine	2009	6			North America	United States	North Carolina						Heidelberg	I				Food and Drug Administration - Center for Food Safety and Applied Nutrition (US)		PRJNA275961	SRP057873	SAMN03577628	SRS1405764	2016-04-22	2015-01-01	Assembled	45	240050	5028016	Salmonella enterica;83.11%	93	7057	3.41	SAL_KA9741AA_AS
SAL_MA1619AA_AS	SAL_FA8955AA	CVM N42231	SRR3664858;ILLUMINA;Paired;;SRX1843366;218312654;259	SAL_FA8955AA	Poultry	Avian	Chicken Breast	2012				North America	United States	New Mexico						Heidelberg					Food and Drug Administration (US)		PRJNA292661	SRP063697	SAMN05201947	SRS1502261	2016-06-30	2016-06-21	Assembled	45	166926	4770717	Salmonella enterica;100.0%	85	10916	3.41	SAL_MA1619AA_AS
SAL_QA7581AA_AS	SAL_IA7461AA	PNUSAS008805	SRR5291657;ILLUMINA;Paired;;SRX2594300;228726720;230	SAL_IA7461AA	Wild animal	ND						North America	United States							Heidelberg (Predicted)					Center for Diease Control and Prevention - Enteric Diseases Laboratory Branch (US)		PRJNA230403	SRP040281	SAMN06379717	SRS2004776	2017-02-28	2017-02-27	Assembled	45	732447	5048933	Salmonella enterica;85.38%	55	5100	3.61	SAL_QA7581AA_AS
SAL_TA0405AA_AS	SAL_JA6931AA	363522	SRR5585192;ILLUMINA;Paired;;SRX2843105;233215680;96	SAL_JA6931AA	Food	ND	ND	2017	4			Europe	United Kingdom							Heidelberg	I				Public Health England		PRJNA248792	SRP042645	SAMN07155875	SRS2216424	2017-05-24	2017-05-24	Assembled	45	225333	5079988	Salmonella enterica;98.24%	65	2091	3.61	SAL_TA0405AA_AS
SAL_TA2510AA_AS	SAL_JA8696AA	PNUSAS014045	SRR5645416;ILLUMINA;Paired;;SRX2883511;212817120;240	SAL_JA8696AA	ND	ND						North America	United States							Heidelberg (Predicted)					Centers for Disease Control and Prevention - PulseNet		PRJNA230403	SRP040281	SAMN07173330	SRS2251919	2017-06-07	2017-06-05	Assembled	45	182381	4712111	Salmonella enterica;100.0%	77	26287	3.61	SAL_TA2510AA_AS
SAL_WA5008AA_AS	SAL_MA3005AA	34926	SRR6222552;ILLUMINA;Paired;500;SRX3331190;;,SRR6212303;ILLUMINA;Paired;500;SRX3321578;231601000;241	SAL_MA3005AA	Wild animal	ND	Lung (Porcine)	2015				North America	United States	Minnesota											Food and Drug Administration - Center for Food Safety and Applied Nutrition (US)		PRJNA215333	SRP032981	SAMN07420495	SRS2627122	2017-10-25	2017-10-24	Assembled	45	214335	5073479	Salmonella enterica;75.42%	98	11096	3.61	SAL_WA5008AA_AS
SAL_WA6213AA_AS	SAL_MA3912AA	CFSAN070502	SRR6236981;ILLUMINA;Paired;500;SRX3345214;229657516;242	SAL_MA3912AA	Poultry	Avian	Finished Ground Chicken	2015				North America	United States	Indiana											Food and Drug Administration - Center for Food Safety and Applied Nutrition (US)		PRJNA186035	SRP018785	SAMN07774602	SRS2645858	2017-10-31	2017-10-31	Assembled	45	182735	5100160	Salmonella enterica;92.4%	100	17145	3.61	SAL_WA6213AA_AS
SAL_WA6193AA_AS	SAL_MA3932AA	CFSAN070523	SRR6236725;ILLUMINA;Paired;500;SRX3344961;232259400;243	SAL_MA3932AA	Poultry	Avian	Finished Ground Chicken	2015				North America	United States	Indiana											Food and Drug Administration - Center for Food Safety and Applied Nutrition (US)		PRJNA186035	SRP018785	SAMN07767864	SRS2645603	2017-10-31	2017-10-31	Assembled	45	84843	5147531	Salmonella enterica;91.62%	164	33439	3.61	SAL_WA6193AA_AS
SAL_WA7060AA_AS	SAL_MA4727AA	PNUSAS027049	SRR6243393;ILLUMINA;Paired;;SRX3350576;234616096;236	SAL_MA4727AA	Human	Human	Homo sapiens					North America	United States												Center for Diease Control and Prevention - Enteric Diseases Laboratory Branch (US)		PRJNA230403	SRP040281	SAMN07830242	SRS2649926	2017-11-02	2017-11-01	Assembled	45	233832	5153366	Salmonella enterica;93.31%	89	4318	3.61	SAL_WA7060AA_AS
SAL_XA6934AA_AS	SAL_MA9571AA	CVM N16S421	SRR6351078;ILLUMINA;Paired;;SRX3447887;243210402;201	SAL_MA9571AA	Poultry	Avian	ground turkey	2016				North America	United States	Georgia						Heidelberg					FDA		PRJNA292661	SRP063697	SAMN08114288	SRS2737837	2017-12-06	2017-12-06	Assembled	45	102374	5326162	Salmonella enterica;88.71%	142	21651	3.61	SAL_XA6934AA_AS
SAL_XA8557AA_AS	SAL_NA2026AA	CFSAN072614	SRR6380268;ILLUMINA;Paired;500;SRX3474323;224274400;232	SAL_NA2026AA	Poultry	Avian	Ground Component Chicken	2016				North America	United States	Indiana											FDA Center for Food Safety and Applied Nutrition		PRJNA186035	SRP018785	SAMN08146137	SRS2760735	2017-12-16	2017-12-15	Assembled	45	75306	4935243	Salmonella enterica;91.66%	157	29115	3.61	SAL_XA8557AA_AS
SAL_ZA8629AA_AS	SAL_OA4366AA	FDA00012756	SRR6890509;ILLUMINA;Paired;500;SRX3841027;;	SAL_OA4366AA	Feed	Animal Feed	Raw turkey dog food	2018	2			North America	United States	Washington											FDA Center for Food Safety and Applied Nutrition		PRJNA186035	SRP018785	SAMN08744593	SRS3087270	2018-03-27	2018-03-23	Assembled	45	175143	5180484	Salmonella enterica;89.03%	108	16961	4	SAL_ZA8629AA_AS
SAL_AB6679AA_AS	SAL_PA5232AA	CFSAN080572	SRR7128256;ILLUMINA;Paired;500;SRX4049257;;	SAL_PA5232AA	Poultry	Avian	Ground Component Turkey	2017				North America	United States	Indiana											FDA Center for Food Safety and Applied Nutrition		PRJNA186035	SRP018785	SAMN09005288	SRS3266374	2018-05-08	2018-05-07	Assembled	45	98643	5128223	Salmonella enterica;92.94%	129	47560	4	SAL_AB6679AA_AS
SAL_CB6470AA_AS	SAL_RA4580AA	501526	traces-0QMGlYF;ILLUMINA;Paired;;NA;;	SAL_RA4580AA	Food	Meat	Frozen Raw Chicken Half Breast Boneless Skinless Without Inner Fillet	2018	2	20		Europe	United Kingdom	England		London				Salmonella Heidelberg	I				Public Health England (M. Chattaway)						2018-07-12	2019-01-14	Assembled	45	133940	5064337	Salmonella enterica;96.47%	91	37407	4	SAL_CB6470AA_AS
SAL_KA5219AA_AS	SAL_FA1263AA	CVM-N18568	SRR3198641;ILLUMINA;Paired;500;SRX1607874;;,SRR3194982;ILLUMINA;Paired;500;SRX1605556;;,SRR3199874;ILLUMINA;Paired;500;SRX1609727;;,SRR3199781;ILLUMINA;Paired;500;SRX1609618;;,SRR3194542;ILLUMINA;Paired;500;SRX1605157;226880788;239,SRR3194962;ILLUMINA;Paired;500;SRX1605436;226880788;239,SRR3194552;ILLUMINA;Paired;500;SRX1605168;226880788;239,SRR3194587;ILLUMINA;Paired;500;SRX1605196;226880788;239,SRR3198682;ILLUMINA;Paired;500;SRX1607903;;,SRR3194972;ILLUMINA;Paired;500;SRX1605447;;	SAL_FA1263AA	Livestock	Bovine	Ground Beef	2008				North America	United States	Pennsylvania						Heidelberg					Food and Drug Administration - Center for Food Safety and Applied Nutrition (US)		PRJNA183847	SRP028894	SAMN04218114	SRS1314884	2016-03-01	2015-01-01	Assembled	44	80057	5120378	Salmonella enterica;89.44%	137	29937	3.32	SAL_KA5219AA_AS
SAL_MA6511AA_AS	SAL_GA8083AA	PNUSAS003403	SRR4046998;ILLUMINA;Paired;;SRX2037860;215164080;244	SAL_GA8083AA	ND	ND						North America	United States							Heidelberg (Predicted)					Center for Diease Control and Prevention - Enteric Diseases Laboratory Branch (US)		PRJNA230403	SRP040281	SAMN05574878	SRS1631539	2016-08-24	2016-08-22	Assembled	44	741834	4889845	Salmonella enterica;90.93%	42	8910	3.51	SAL_MA6511AA_AS
SAL_TA5571AA_AS	SAL_KA0557AA	PNUSAS016048	SRR5742165;ILLUMINA;Paired;;SRX2947111;210905396;247	SAL_KA0557AA	ND	ND						North America	United States							Heidelberg (Predicted)					Center for Diease Control and Prevention - Enteric Diseases Laboratory Branch (US)		PRJNA230403	SRP040281	SAMN07255703	SRS2306384	2017-06-26	2017-06-22	Assembled	44	535675	4732178	Salmonella enterica;100.0%	42	11675	3.61	SAL_TA5571AA_AS
SAL_VA8012AA_AS	SAL_LA6572AA	PNUSAS022512	SRR6107558;ILLUMINA;Paired;;SRX3222555;213154062;239	SAL_LA6572AA								North America	United States												Center for Diease Control and Prevention - Enteric Diseases Laboratory Branch (US)		PRJNA230403	SRP040281	SAMN07671800	SRS2547152	2017-09-28	2017-09-27	Assembled	44	152801	4748207	Salmonella enterica;100.0%	65	10102	3.61	SAL_VA8012AA_AS
SAL_WA9890AA_AS	SAL_MA5731AA	CFSAN071207	SRR6286527;ILLUMINA;Paired;500;SRX3387909;228653040;231	SAL_MA5731AA	Poultry	Avian	Ground Component Chicken	2015				North America	United States	Indiana											Food and Drug Administration - Center for Food Safety and Applied Nutrition (US)		PRJNA186035	SRP018785	SAMN08017377	SRS2683242	2017-11-14	2017-11-13	Assembled	44	56745	5112758	Salmonella enterica;95.34%	211	32812	3.61	SAL_WA9890AA_AS
SAL_AB6365AA_AS	SAL_PA5007AA	CFSAN080461	SRR7121377;ILLUMINA;Paired;500;SRX4042926;;	SAL_PA5007AA	Poultry	Avian	Ground Component Turkey	2016				North America	United States	Indiana											FDA Center for Food Safety and Applied Nutrition		PRJNA186035	SRP018785	SAMN09071671	SRS3260370	2018-05-08	2018-05-04	Assembled	44	206858	5092810	Salmonella enterica;93.85%	98	25644	4	SAL_AB6365AA_AS
